sentences,sentiment
"[1, 13, 66, 510, 14, 708, 13, 473, 8, 67, 12, 174, 17, 515, 17, 12, 16, 120, 4, 177, 16, 321, 4, 114, 16, 2570, 5, 441, 5, 12, 16, 43, 35, 444, 737, 20, 13, 62, 967, 14, 17, 31, 7, 4, 118, 3106, 207, 126, 110, 4, 539, 11, 12, 71, 66, 1036, 82, 262, 7177, 4865, 59, 16, 55, 29234, 469, 4, 20, 5, 520, 41, 109, 49, 31755]",1
"[1, 6, 364, 213, 11, 406, 4347, 16, 3820, 34, 4, 19898, 1094, 19, 14, 22, 81, 377, 25, 37, 343, 715, 40, 991, 54, 6695, 14, 22, 15, 134, 19898, 9448, 161, 43, 593, 8, 1278, 8, 4, 27699, 5, 593, 8, 1258, 22, 23, 49, 4073, 84, 57, 54, 36, 258, 134, 107, 338, 1235, 84, 36, 95, 69, 8, 11088, 68, 1187, 5, 838, 51, 36, 579, 4, 278, 84, 8, 2225, 4, 1187, 95, 36, 13090, 4, 107, 576, 4594, 372, 57, 2180, 7, 2638, 133, 42, 147, 33583, 9565, 134, 5137, 19898, 14386, 13570, 1995, 122, 845, 36, 69, 8, 8, 79, 4, 25142, 8, 16814, 5, 95, 6818, 98, 17, 18688, 17, 47, 126, 77, 224, 31, 62, 40, 8, 104, 15, 134, 35832, 69, 2552, 2334, 7, 10506, 5, 3237, 21, 4, 22, 231, 1773, 348, 4, 66600, 779, 1205, 5, 95, 802, 562, 6, 176, 7, 58, 5, 68, 3359, 69, 57, 42120, 18, 165, 7245, 8, 4, 25142, 17, 406, 3529, 35, 2228, 22, 13754, 34, 4, 35884, 7, 84, 17, 58, 27953, 68, 22, 231, 2577, 47, 77, 615, 16689, 34, 51, 36, 122, 133, 68, 2577, 17, 406, 3529, 9, 13401, 15, 9, 51, 84, 80, 377, 98, 17, 5367, 35832]",0
"[1, 962, 590, 209, 1203, 9, 1228, 24, 614, 11, 4, 147, 182, 21, 11, 4, 182, 7, 363, 5259, 24, 64, 9, 12, 614, 45, 2594, 4, 2299, 47, 77, 348, 4, 1222, 2199, 7558, 7, 6, 3284, 707, 4446, 3768, 167, 37, 280, 1177, 2339, 6579, 852, 17893, 2125, 21, 47, 237, 1055, 6, 3592, 7, 194, 352, 1244, 12760, 2125, 241, 10, 10, 284, 26, 8697, 11, 6, 20, 7, 14, 552, 5, 36, 306, 8, 923, 12, 6642, 9181, 5, 37238, 8724, 1532, 511, 40, 36, 657, 36, 71, 1764, 21, 11, 14, 22, 10162, 1848, 166, 35, 589, 8, 763, 142, 8, 4, 3920, 21, 845, 15, 142, 238, 30, 9, 1859, 237, 4, 229, 764, 40, 320, 7, 12, 9, 1012, 687, 43, 593, 52, 5, 78, 2745, 123, 56, 19, 57, 8750, 42, 282, 5, 95, 4, 65, 43, 630, 19, 6, 91, 6664, 701, 1494, 981, 8, 4820, 56, 4, 960, 1552, 234, 7, 21503, 10, 10, 50, 66, 218, 60, 282, 8, 67, 14, 18, 4, 302, 237, 75, 32, 124, 15, 233, 70, 30, 276, 23, 268, 150, 138, 24, 106, 302, 11, 4, 2469, 7, 6, 52, 65, 305, 7, 43, 18, 68, 205, 2119]",0
"[1, 28451, 26462, 9, 6, 66, 52, 524, 21, 138, 59, 12984, 11, 14, 835, 398, 4995, 9, 6, 736, 51, 100, 28, 77, 441, 4239, 56, 17, 356, 3262, 4, 955, 155, 44, 28451, 9, 15, 59, 70, 511, 17, 73, 17, 168, 147, 1279, 17, 3630, 8, 41, 1943, 17200, 8528, 37, 272, 478, 21, 12, 9, 578, 59, 1084, 4, 278, 18, 116, 396, 33, 4, 21461, 42, 33927, 14, 16, 6, 365, 15, 3785, 46, 18, 49, 830, 6, 19, 6, 3268, 229, 564, 100, 28, 3301, 12, 11, 4, 2973, 7, 183, 190, 28451, 127, 51, 59, 70, 467, 4, 2331, 8, 6, 2826, 30809, 41, 2577, 4, 66696, 1169, 144, 30, 1887, 15, 54, 25, 2727, 107, 1564, 372, 11, 9940, 7717, 1002, 7253, 4, 797, 80, 535, 49, 7717, 297, 830, 6, 73928, 301]",0
"[1, 92, 1632, 8, 4, 111, 18689, 5, 32725, 795, 18131, 725, 14, 22, 331, 276, 17, 6093, 4850, 102, 14, 61, 369, 9, 44, 17, 52, 17, 12, 214, 10, 10, 422, 45, 710, 422, 4, 116, 5, 229, 26, 3397, 427, 2526, 21, 34, 10320, 45, 38, 76, 1775, 253, 11, 192, 17, 9, 400, 4, 420, 19, 503, 102, 4, 3388, 24612, 63, 11, 4, 420, 7, 4, 20, 11, 888, 9, 371, 2923, 4, 249, 13, 28, 126, 69, 4, 1805, 8, 5599, 5, 647, 15261, 165, 64, 2895, 8, 9330, 4, 3129, 651, 747, 13681, 10, 10, 540, 4, 548, 139, 26, 4, 293, 3224, 11, 14, 151, 5, 18, 4, 91, 173, 146, 3521, 8, 135, 507, 55, 73, 4331, 262, 4, 477, 4901, 315, 63, 75, 2413, 15, 4850, 26, 24, 8200, 22202, 34, 4, 1280, 4461, 7, 8730, 10, 10, 1684, 72, 23, 14, 48, 25, 26, 6, 337, 7, 4850, 102, 5, 25, 28, 24, 246, 110, 15755, 2179, 95, 25, 26, 371, 1012, 46, 23, 51, 9, 11, 61, 652, 31, 7, 4, 283, 11937, 11, 4, 6630, 7, 4, 512]",1
"[1, 55, 55, 12691, 20, 2396, 133, 19, 6817, 4531, 656, 5069, 39, 294, 11, 5659, 12, 161, 193, 72, 196, 8, 482, 37, 12, 16, 11, 154, 11443, 513, 1005, 4538, 18, 6, 278, 5436, 11, 4, 5601, 5601, 1455, 11, 6257, 4538, 4531, 832, 41, 250, 1366, 7, 289, 5, 36, 169, 46, 15, 36, 215, 511, 76, 15211, 74, 69, 77, 6658, 466, 49, 3150, 272, 33, 6257, 4538, 11, 4, 1700, 55, 856, 246, 3084, 116, 39, 91, 574, 5, 6, 114, 347, 19, 986, 6257, 4538, 761, 8710, 31, 194, 357, 8585, 12, 186, 1437, 18, 4, 22, 8, 1968, 83, 5745, 5, 54, 12, 127, 12, 43, 38211, 133, 5, 50, 5, 115, 66, 14490, 56, 13, 16, 643, 685, 19, 14, 22, 252, 13, 286, 1017, 233, 87, 21, 13, 33, 222, 197, 14, 238, 30, 31, 7, 148, 3150, 2228, 108, 39, 4, 1700, 42, 142, 40, 12, 24, 60, 491, 57, 31, 1442, 50, 9, 6, 835, 11297, 200, 16538, 5162, 17129, 5, 38350, 742, 46353, 31, 291, 2600, 8, 27, 1758, 239, 17, 4, 19990, 4817, 72833, 11, 54224, 75962, 4, 11297, 47, 32, 4, 836, 7, 149, 6, 10353, 50, 9, 31, 2845, 5, 31, 419, 569, 19, 6, 4570, 10533, 724, 15, 164, 11, 1303, 7, 206, 5, 17, 18, 4, 539, 92, 535, 76, 50, 345, 6817, 5, 41, 539, 199, 55, 1501, 246, 184, 1956, 79, 11, 6, 41798, 5, 6, 4548, 51, 81, 75, 67, 164, 21, 6, 8988, 499, 7486, 6817, 2899, 134, 327, 911, 28718, 33116, 41, 147, 1956, 21, 13, 657, 59, 62, 28, 77, 6, 227, 53, 911, 19, 41, 239, 15, 96, 13, 100, 901, 31, 155, 15, 62, 386, 4, 22, 2940, 12, 16, 24, 8, 30, 5, 13, 28, 117, 8, 135, 11, 14, 598, 2077, 12, 218, 6, 527, 22, 11, 101, 96, 12, 43, 47, 164, 170, 18, 12, 345, 5729]",0
"[1, 103, 6, 2428, 86, 2476, 234, 15, 166, 25, 235, 32, 2272, 1004, 335, 184, 2347, 15, 14, 80, 30, 6, 87, 731, 212, 95, 4, 20, 304, 6, 471, 18, 4, 433, 10, 10, 4, 2272, 547, 238, 131, 30, 50, 21, 17, 409, 47, 301, 4, 114, 461, 38, 1297, 5, 4502, 15, 45, 220, 3809, 8, 106, 10, 10, 4, 20, 214, 16028, 56, 5, 25, 79, 4, 1384, 15, 335, 345, 702, 10130, 143, 12, 42, 15, 4, 1180, 872, 8, 1183, 12, 11, 329, 74, 70093, 5, 69, 8, 605, 6, 176, 7, 139, 46, 10, 10, 1882, 218, 6, 3359, 1646, 410, 21, 17, 6, 529, 146, 184, 2347, 15, 14, 212, 218, 4645, 2270, 12, 43, 571, 8, 30, 10, 10, 23, 4, 935, 499, 14, 20, 47, 6, 378, 7, 327, 8262, 5, 466, 4, 78, 229, 13, 104, 15, 4, 156, 354, 26, 1424, 52, 48, 13, 100, 967, 4, 86, 2476, 234, 64, 474, 242, 202, 12, 35, 2310, 17, 12, 9, 150, 12, 214, 6, 689, 5, 198, 112, 327, 10, 10, 48, 335, 6, 6652, 18, 731, 1290, 490, 242, 28, 6, 87, 58, 3847, 48, 24, 474, 386, 15, 25, 106, 142, 334]",0
"[1, 14, 20, 9, 6, 356, 11, 175, 281, 7, 4, 681, 12, 9, 55, 441, 5, 82, 55, 1193, 4, 116, 11, 14, 20, 9, 73, 224, 4, 65, 410, 9, 867, 2570, 5, 73, 197, 46, 109, 943, 9, 82, 224, 73, 4, 311, 70, 695, 67, 89, 257, 7, 4, 105, 9, 2148, 9188, 143, 14, 22, 4, 1910, 11, 14, 20, 26, 55, 3556, 39, 4, 86, 561, 4, 311, 1085, 98, 36, 70, 376, 15, 36, 26, 56, 8, 142, 14, 20, 287, 89, 6, 406, 112, 54, 623, 39, 4707, 5, 276, 11, 4, 655, 7, 4, 1411, 4432, 6, 113, 42, 341, 904, 70, 1364, 413, 220, 17, 1358, 5, 25823, 17, 4, 1389, 15, 8871, 12, 24, 316, 9, 170, 8, 40, 14, 22, 50, 9, 6, 176, 7, 1193, 1500, 15, 203, 97, 49, 797, 3148, 12, 9, 407, 290, 149, 14, 20, 9, 6, 991]",1
"[1, 13, 119, 4, 2084, 1179, 1554, 5, 13, 377, 54, 1295, 314, 2495, 314, 16, 1906, 39, 263, 2258, 13, 16, 55, 685, 38, 13, 16, 55, 2229, 8, 67, 49, 7, 134, 23, 1092, 5784, 25, 128, 106, 46, 16, 51, 207, 216, 8, 535, 7, 134, 2110, 7, 102, 4, 489, 7, 4, 318, 302, 71, 1322, 34, 1938, 1553, 4, 109, 943, 99, 196, 21, 32, 11, 32, 12, 16, 462, 46, 1292, 163, 10, 10, 4, 139, 121, 29, 1978, 12, 88, 2062, 2544, 1246, 9, 547, 56, 27, 1633, 5, 303, 54, 4, 3024, 9, 165, 617, 1524, 17375, 24, 32082, 17, 25, 62, 11, 4, 2084, 21, 147, 17375, 66, 21046, 61, 163, 3909, 190, 4, 139, 121, 29, 16, 3303, 23, 4, 362, 11, 27, 3243, 520, 72, 6, 948, 547, 7, 6, 275, 876, 13, 82, 510, 269, 8, 822, 46, 37, 49, 7, 134, 109, 156, 71, 12, 562, 72, 5236, 8, 822, 46, 15, 4, 293, 109, 16, 4, 3204, 8941, 2123, 23, 1094]",0
"[1, 14, 9, 6, 733, 7, 4, 303, 631, 766, 34, 910, 1890, 5406, 22443, 2329, 1342, 5, 1001, 10, 10, 13, 66, 473, 14, 22, 8, 30, 52, 66, 66, 146, 6, 666, 337, 7, 2549, 15449, 5, 3649, 245, 5, 103, 319, 32, 4, 5604, 857, 23, 14, 908, 7302, 22, 13, 16, 4511, 8, 67, 12, 21, 13, 16, 2414, 2414, 13, 135, 33, 4, 489, 7, 14, 22, 148, 303, 108, 11619, 73, 2882, 1847, 342, 2044, 105, 5, 4, 118, 22, 228, 237, 73, 126, 14, 22, 43, 152, 216, 491, 10, 10, 238, 17, 73, 380, 1992, 4, 1123, 1409, 151, 40, 32, 7302, 108, 14, 31, 9, 131, 55, 3268, 19, 6, 1162, 939, 920, 924, 956, 11, 6, 1208, 7356, 182, 121, 9415, 26, 4, 11543, 4448, 13728, 70, 82, 11619, 49, 230, 1731, 748, 8, 85, 108, 39, 94, 58, 151, 24, 17, 307, 5, 6919, 17, 9263, 303, 108, 5, 4, 631, 544, 116, 9, 179, 73, 224, 10, 10, 21, 14, 22, 43, 218, 52, 4, 105, 26, 32, 3440, 39, 12522, 1047, 117, 13728, 8, 4, 15388, 445, 82330, 8, 316, 11, 200, 280, 874, 110, 257, 7, 98, 18, 1088, 1574, 874, 110, 32, 50, 9, 5, 4, 192, 15, 4, 114, 43, 37575, 367, 152, 339, 10, 10, 95, 225, 4, 228, 150, 51829, 9, 957, 180, 61, 514, 22, 5102, 21, 13728, 152, 81, 90, 1351, 320, 4, 228, 9, 1355, 37442, 23, 19826, 5, 12, 633, 3426, 5, 889, 38, 6197, 15, 12, 12384, 4, 2057, 247, 74, 2760, 98, 13, 545, 1781, 15, 51829, 16, 579, 8, 15866, 6, 176, 7, 4, 228, 159, 29, 60, 219, 4, 431, 10, 10, 21, 858, 225, 6, 87, 749, 19, 14, 22, 208, 903, 32, 607, 4, 2776, 99, 78, 15, 14, 22, 1936, 25, 120, 4, 419, 19, 12, 40, 6, 15032, 50, 9, 6, 136, 11, 63, 13728, 20616, 6, 2840, 57, 66, 13, 2808, 3988, 10, 10, 12, 166, 72, 6, 117, 619, 8, 740, 44, 89, 835, 14, 22, 9, 21, 18, 49, 282, 32, 4, 85, 857, 23, 899, 306, 8, 6467, 12, 5, 54, 4, 105, 28, 8, 740, 8, 533, 11, 3844, 7176, 8, 376, 25, 803, 170, 23, 198, 835, 10, 10, 48, 335, 4, 243, 7, 415, 37, 18992, 2158, 3915, 1355, 228, 5, 9169, 6, 2840, 175, 33946, 251, 25, 80, 242, 40, 14, 22, 900, 607, 129, 278, 18, 27, 303, 108, 88, 36, 741, 194, 58]",0
"[1, 181, 8, 106, 6, 629, 189, 22, 95, 7010, 788, 7, 14, 31, 225, 24, 195, 3640, 11, 4, 182, 8, 97, 14, 22, 737, 10, 10, 190, 50, 9, 195, 24081, 686, 44711, 48, 25, 70, 1921, 12, 10, 10, 48, 4, 960, 795, 1173, 195, 8, 401, 25, 39, 149, 14, 22, 8088, 1741, 72, 8, 9575, 11115, 3292, 31, 132, 5, 107, 31095, 2260, 83, 834, 8, 15839, 16153, 6, 66, 194, 12253, 11080, 2906, 4408, 1230, 1263, 8, 7344, 39, 4, 3175, 183, 140, 4451, 39, 50, 5, 17978, 4741, 10, 10, 13, 165, 332, 4, 274, 1253, 63, 16, 6329, 5, 626, 64, 11, 4, 2285, 2064, 128, 74, 4, 22, 5, 4, 274, 16, 2150, 33, 222, 49, 12275, 9, 93, 949, 836, 5, 49, 432, 7, 1823, 7, 687, 9, 1906, 46, 39, 4, 9832, 11452, 19, 73108, 10, 10, 24, 8, 135, 15, 4, 22, 9, 340, 209, 3940, 4302, 3371, 2051, 15, 29, 66, 3882, 8, 332, 6, 3484, 159, 11738, 23, 8, 6, 22, 5, 4409, 15045, 258, 15, 240, 66, 128, 3941, 8, 1504, 10, 10, 422, 50, 9, 35, 3179, 390, 1890, 14, 509, 21, 12, 9, 7, 265, 1993, 179, 6, 227, 209, 4, 5662, 7871, 7, 4, 3507, 24, 60, 4, 8935, 671, 7, 24081, 70, 607, 25, 10, 10, 591, 43, 140, 106, 10315, 7, 4, 416, 12258, 48, 25, 181, 8, 67, 6, 232, 9232, 67, 834, 10150, 48, 25, 235, 4, 359, 8, 67, 10048, 13, 70, 24, 11, 32, 52, 5321, 386, 14, 22, 8, 4, 8088, 22, 170, 1071]",0
"[1, 1219, 22, 12, 8698, 17, 448, 23, 6, 65, 151, 12, 127, 28, 6, 9622, 34, 1109, 44, 6, 604, 7, 3368, 170, 83, 4, 21661, 7, 3476, 8, 353, 5, 169, 6, 8430, 36, 181, 8, 1839, 31, 5, 95, 18695, 6, 5430, 2701, 94, 775, 7, 3749, 11775, 10059, 1849, 11, 51, 9, 66, 6, 753, 22, 7, 6, 762, 7, 84, 4635, 187, 11, 4, 5152, 50, 26, 49, 1027, 33, 1855, 1074, 5, 2629, 21, 8, 30, 950, 1202, 50, 9, 164, 133, 290, 319, 1005, 7, 49, 87, 267, 665, 7, 4, 21661, 14, 9, 6, 404, 4963, 7, 35, 2228, 22, 12, 4931, 25, 38, 76, 6, 168, 33, 8430, 21, 11, 635, 12, 1545, 55, 117, 1178, 18, 29958, 64]",0
"[1, 368, 7, 1028, 10, 10, 14, 9, 6, 184, 702, 5, 737, 823, 708, 448, 23, 6890, 15257, 297, 44, 107, 992, 20720, 2705, 5, 6628, 15, 114, 4, 588, 7, 2066, 1026, 322, 5556, 8, 79, 4, 4862, 5, 4, 5473, 4, 114, 2880, 21, 1368, 6628, 17, 4, 1155, 5, 329, 2921, 7, 4, 107, 927, 1068, 8, 97, 6, 297, 46, 7, 4, 779, 588, 19, 64, 3382, 1443, 11, 4, 1373, 6628, 2080, 15, 48782, 196, 1111, 70, 413, 28982, 196, 1111, 11, 4, 229, 18, 1825, 4, 360, 7, 4, 21756, 114, 9, 6, 351, 24188, 5, 8, 376, 4, 882, 6628, 152, 330, 6, 117, 10180, 42, 60, 35, 22313, 83, 31714, 684, 7765, 341, 12, 80, 8859, 4, 25828, 5, 27, 205, 14151, 15945, 10, 10, 488, 2705, 9, 2891, 19995, 4, 46004, 231, 7341, 625, 236, 689, 2663, 8491, 5, 37, 62, 40, 164, 53, 74, 8, 5341, 79, 145, 8, 780, 23, 6, 162, 297, 382, 19, 27859, 13172, 15, 62, 5744, 27, 2577, 29, 566, 17174, 27859, 13845, 297, 6, 40064, 8, 30, 1055, 38, 51, 334, 29, 497, 8, 588, 90, 11, 4, 130, 36, 1933, 56, 880, 31, 160, 4, 14505, 9, 30533, 34, 68, 3608, 4, 4879, 13198, 54238, 5, 59, 166, 6, 1431, 3596, 3488, 12, 8, 2139, 10, 10, 45, 6, 176, 7, 253, 18, 6, 612, 7, 1007, 31, 9, 4, 365, 1592, 15, 3285, 41914, 3285, 36584, 313, 19, 4, 194, 22363, 10651, 12857, 23, 3020, 7, 51, 215, 30, 4, 91, 4533, 20876, 23, 703, 48782, 62, 30, 6, 3620, 270, 7, 10414, 1764, 25, 586, 30, 502, 8, 4146, 6, 18687, 10005, 11, 77910, 4, 313, 9, 24, 2087, 1058, 42, 19036, 11, 94, 14437, 45, 43, 10542, 6111, 261, 45, 6, 117, 13738, 18, 61, 5181, 4, 243, 7, 313, 198, 38, 2170, 335, 1595, 8, 1491, 23, 4, 3803, 8164, 18, 1092, 7, 1200, 4, 18718, 7, 6, 2020, 10, 10, 375, 4, 116, 100, 983, 30, 3827, 725, 2705, 5556, 5, 1802, 1532, 26, 897, 14785, 5556, 408, 6, 3063, 404, 239, 17, 4, 7067, 322, 625, 30756, 26, 38, 2706, 36, 168, 17, 48, 3403, 77, 15741, 23, 63, 9, 864, 348, 41, 12831, 60, 6628, 625, 676, 16, 1763, 186, 8, 169, 6, 3969, 10692, 11, 27, 217, 7, 14166, 21, 12243, 2748, 6534, 290, 17, 4, 4879, 3608, 13198, 16, 11, 49, 96, 254, 8, 6771, 6, 1323, 2482, 59, 42, 294, 40, 41, 16, 1670, 8, 4, 114, 21, 61, 558, 51, 35, 2403, 13590, 41, 109, 9, 170, 187, 5, 5787, 13, 235, 1460, 11, 30251, 69590, 13, 1408, 11, 661, 8, 97, 41, 6, 117, 53, 221, 442, 188, 56, 11, 23422, 5, 6, 2968, 267, 7211, 19, 10281, 54966, 23, 12, 131, 442, 6, 16978, 39, 454, 8, 130, 10, 10, 25, 28, 8, 119, 6890, 15257, 8492, 807, 4, 10393, 2705, 7125, 6628, 8, 376, 90, 138, 29, 1040, 4, 376, 32, 297, 88, 45, 50, 2891, 560, 6628, 5, 2705, 9727, 198, 3987, 24, 299, 299, 713, 50, 366, 49, 2944, 4495, 98, 87, 99, 9, 11802, 683, 8, 4, 568, 103, 27, 322, 4214, 351, 7, 6691, 17, 4261, 29, 495, 309, 56, 83, 6, 15595, 7, 23836, 1201, 502, 8, 1128, 17, 29, 6614, 4, 3863, 5, 37656, 15, 35, 14087, 30, 1412, 1241, 54, 29, 5945, 56, 27, 393, 7989, 94, 644, 17066, 2827, 29, 3682, 27, 3175, 83, 27, 25455, 5, 2371, 245, 32, 970, 174, 10, 10, 4, 1330, 151, 5739, 2954, 9, 1499, 5, 11873, 5, 368, 7, 16195, 1892, 11, 4, 3799, 1382, 15, 20675, 5, 4848, 839, 8, 4, 908, 139, 4, 603, 9, 669, 93, 56, 7, 641, 2287, 18241, 23, 4, 34792, 6009, 3345, 83, 4, 22, 10, 10, 490, 242, 358, 12]",1
"[1, 10195, 15069, 108, 26, 7249, 11, 4, 96, 15, 36, 713, 66, 1993, 18, 2386, 21, 305, 4, 324, 186, 8, 1363, 208, 121, 6, 1757, 47, 1993, 119, 13834, 341, 9, 33, 211, 6, 1858, 9189, 453, 5, 6, 29794, 1518, 2547, 10147, 20, 5, 345, 96, 4405, 4, 311, 8, 6, 226, 162, 1251, 7, 4, 27503, 39800, 649, 42, 382, 2126, 6, 162, 649, 15, 7, 20245, 39800, 10, 10, 4, 454, 9, 40, 6, 1162, 19185, 189, 20, 6, 255, 2724, 1129, 187, 4, 313, 137, 6, 132, 8710, 1721, 11, 27, 1445, 122, 59, 516, 90, 42, 51, 575, 515, 15, 1074, 9, 22280, 17, 6, 1042, 2957, 5, 32458, 90, 351, 21, 39, 50, 6, 5954, 3128, 453, 778, 4, 132, 5275, 56, 5, 103, 112, 351, 4, 255, 5, 132, 809, 11, 119, 8, 165, 179, 1579, 3615, 2086, 68, 369, 37, 26, 199, 9038, 106, 23, 5, 9342, 68, 205, 5886, 83, 4, 876, 7, 119, 1804, 5, 7907, 10, 10, 15069, 210, 186, 8, 28, 49, 2701, 8, 97, 134, 2580, 7, 11918, 157, 5, 803, 38, 480, 44, 27, 108, 9, 15, 148, 5363, 210, 157, 11, 14, 420, 15069, 33496, 4, 139, 19, 665, 7, 3172, 1454, 8, 35, 22956, 10067, 603, 63, 7861, 125, 5, 27001, 83, 4, 3691, 665, 15, 1743, 4, 65, 2605, 11, 14, 24425, 1212, 13740, 4, 22, 3209, 6, 5704, 24, 99, 1025, 35, 1711, 4894, 5, 13, 188, 680, 2183, 8, 12562, 6673, 212, 39, 14, 31, 466, 4, 583, 7, 1504, 2892, 746, 4, 20, 15069, 9, 573, 17, 6, 55, 4483, 1723, 21, 14, 13952, 501, 43, 4, 72541, 2438, 8, 142, 15, 1929, 6, 2461, 7, 15809, 11, 4, 529, 63, 47, 4, 4053, 8, 721, 8, 2558, 49, 1032, 23833, 1757, 1321, 15069, 2126, 10, 10, 18389]",1
"[1, 216, 23, 51, 9, 4, 855, 19, 14, 123, 671, 4873, 3847, 13, 210, 421, 15, 4, 123, 63, 16, 1822, 839, 120, 39, 1898, 11, 6, 128, 812, 562, 51, 16, 87, 11, 1898, 5, 679, 83, 31, 7, 4, 91, 647, 5, 1149, 6878, 11, 2888, 21536, 479, 50, 9, 427, 57, 213, 19, 14, 123, 1689, 10, 10, 4, 78, 17141, 78, 1352, 23828, 525, 32, 123, 51, 16, 647, 145, 11, 4, 5974, 39, 4, 107, 3755, 6137, 5, 5258, 8, 4, 61672, 7, 4, 293, 177, 1655, 22412, 4044, 15646, 1514, 5, 13088, 13, 43, 181, 8, 135, 31, 155, 202, 72, 6, 989, 10, 10, 24009, 839, 14, 39, 1898, 5, 95, 910, 1247, 4, 2657, 8, 14, 123, 187, 677, 153, 596, 10, 10, 150, 4, 1071, 47, 8, 4325, 9084, 7, 14, 123, 23, 4, 910, 1308, 5, 141, 10, 10, 32, 13, 70, 135, 280, 174, 9, 202, 72, 6, 989]",0
"[1, 88, 7, 4, 5418, 927, 19548, 7, 938, 3459, 36, 69, 8, 1258, 14, 390, 11, 342, 504, 45, 184, 76, 595, 10071, 7, 3260, 605, 12625, 2974, 39, 811, 241, 5, 16, 2209, 34, 94, 564, 8321, 23056, 17, 394, 43, 394, 10, 10, 138, 4, 1180, 426, 43, 858, 8, 1258, 142, 542, 37, 694, 146, 3099, 88, 7, 4, 3459, 4, 365, 2178, 46, 7, 278, 5, 100, 64, 766, 6, 2763, 390, 42, 279, 15901, 16, 99, 1195, 33, 4, 58, 8, 30, 502, 8, 43927, 14, 320, 37546, 14, 390, 82, 3734, 4, 477, 1267, 7, 4399, 31818, 884, 10512, 44563, 23, 4, 201]",0
"[1, 4, 22, 215, 28, 77, 324, 11, 6, 251, 50, 26, 139, 121, 25, 70, 67, 4, 370, 11204, 5, 94, 767, 33414, 60, 4, 51583, 1419, 641, 15, 10010, 19, 4, 156, 4, 114, 5, 4, 411, 26, 66, 373, 209, 60, 4, 3638, 2867, 33, 222, 17, 6, 708, 512, 20, 285, 15, 188, 8, 81, 19, 6298, 11, 4, 20, 47, 6, 2012, 5, 3787, 1483, 4, 22, 9, 368, 7, 56980, 5, 57, 3017, 48, 25, 181, 8, 106, 6, 163, 503, 20, 18, 6, 9073, 2193, 19, 369, 95, 140, 18, 12, 25, 80, 358, 12, 17, 13, 122, 21, 225, 57, 96, 8, 193, 14, 22, 615]",0
"[1, 2901, 1964, 57188, 22, 3586, 22459, 241, 9, 25985, 234, 7, 7028, 1360, 19904, 4, 114, 9, 184, 76, 6, 4183, 7, 5013, 970, 14871, 793, 84, 37, 11656, 5512, 83, 1132, 1644, 137, 1132, 2535, 37, 26, 2328, 6, 325, 19, 912, 2535, 267, 8, 79, 49, 7, 14, 1132, 1644, 149, 14, 20, 13, 1695, 8, 168, 18, 101, 243, 7, 6797, 233, 8, 23087, 546, 15, 13, 16, 399, 142, 334, 1371, 2328, 61, 330, 39, 4, 1004, 46, 10, 10, 450, 139, 140, 23, 18, 230, 99, 196, 17, 105, 193, 1437, 8, 81, 606, 183, 207, 557, 15, 443, 17793, 152, 40, 8, 361, 1783, 1902, 99, 400, 12461, 15, 36, 80, 8103, 27, 311, 146, 24, 252, 48, 14, 2169, 9, 9983, 8764, 42, 43, 379, 353, 17, 13, 238, 13, 100, 24, 721, 546, 8, 459, 44, 101, 7, 4, 105, 11, 4, 7898, 666, 177, 73, 19, 4, 614, 1401, 7, 4, 154, 349, 37, 26, 4, 20574, 7, 4, 3283, 4, 2159, 7, 4, 177, 26, 6, 762, 7, 57, 676, 9958, 37, 92, 60, 1414, 8, 850, 4, 4176, 8, 480, 1698, 159, 36, 28, 8, 1941, 12, 23, 370, 261, 382, 4, 1821, 144, 140, 8, 4, 338, 481, 489, 237, 13, 64, 165, 557, 187, 3042, 7, 4, 414, 137, 149, 4, 288, 10, 10, 14, 9, 179, 869, 4, 249, 22, 8, 126, 30, 324, 207, 8031, 8, 9541, 7, 4, 1702, 5, 443, 17793, 266, 125, 17, 6, 1238, 1047, 154, 132, 51, 4, 609, 16, 29, 399, 231, 14, 243, 7, 1157, 474, 40, 8, 842, 4, 8920, 39, 4, 154, 349, 37, 69, 8, 2866, 20316, 23, 6, 2639, 21761, 5848, 1064, 8, 30, 1565, 56, 102, 207, 196, 1800, 1087, 306, 6, 176, 128, 13, 196, 18, 4, 62130, 2316, 228, 7, 28095, 5, 4, 4450, 1524, 7, 3422, 7, 4, 351, 13, 359, 8, 140, 81, 142, 233, 92, 67, 14, 20]",0
